Chromosome,Source,Start,End,Strand,gene_id,gene_name,gene_type,hgnc_id
chr12,HAVANA,11091286,11092313,-,ENSG00000255374.3,TAS2R43,protein_coding,HGNC:18875
chr12,HAVANA,11132957,11134644,-,ENSG00000256188.3,TAS2R30,protein_coding,HGNC:19112
chr12,HAVANA,11185992,11186937,-,ENSG00000186136.1,TAS2R42,protein_coding,HGNC:18888
chr12,HAVANA,11265913,11269707,-,ENSG00000197870.14,PRB3,protein_coding,HGNC:9339
chr12,HAVANA,11307076,11310436,-,ENSG00000230657.8,PRB4,protein_coding,HGNC:9340
chr12,HAVANA,11351822,11355591,-,ENSG00000251655.7,PRB1,protein_coding,HGNC:9337
chr12,HAVANA,11391539,11501041,-,ENSG00000121335.12,PRB2,protein_coding,HGNC:9338
chr12,HAVANA,12116024,12267044,-,ENSG00000070018.9,LRP6,protein_coding,HGNC:6698
chr12,HAVANA,12326055,12350242,-,ENSG00000111261.14,MANSC1,protein_coding,HGNC:25505
chr12,HAVANA,12473281,12562863,-,ENSG00000111266.9,DUSP16,protein_coding,HGNC:17909
chr12,HAVANA,12660889,12696207,-,ENSG00000183150.8,GPR19,protein_coding,HGNC:4473
chr12,HAVANA,12940574,12952170,-,ENSG00000111291.9,GPRC5D,protein_coding,HGNC:13310
chr12,HAVANA,12974869,13000265,-,ENSG00000013583.10,HEBP1,protein_coding,HGNC:17176
chr12,HAVANA,13083531,13103683,-,ENSG00000111305.19,GSG1,protein_coding,HGNC:19716
chr12,HAVANA,13088783,13103484,-,ENSG00000289766.1,ENSG00000289766,protein_coding,
chr12,HAVANA,13437941,13982002,-,ENSG00000273079.7,GRIN2B,protein_coding,HGNC:4586
chr12,HAVANA,13979927,13980895,-,ENSG00000293563.2,ENSG00000293563,protein_coding,
chr12,HAVANA,14503660,14567883,-,ENSG00000121316.11,PLBD1,protein_coding,HGNC:26215
chr12,HAVANA,14612631,14696599,-,ENSG00000070019.5,GUCY2C,protein_coding,HGNC:4688
chr12,HAVANA,14767998,14771131,-,ENSG00000197837.4,H4C16,protein_coding,HGNC:20510
chr12,HAVANA,14784581,14803486,-,ENSG00000084463.8,WBP11,protein_coding,HGNC:16461
chr12,HAVANA,14804649,14814182,-,ENSG00000179256.2,SMCO3,protein_coding,HGNC:34401
chr12,HAVANA,14825568,14843526,-,ENSG00000111339.12,ART4,protein_coding,HGNC:726
chr12,HAVANA,14880863,14885857,-,ENSG00000111341.10,MGP,protein_coding,HGNC:7060
chr12,HAVANA,14914038,14938537,-,ENSG00000139055.7,ERP27,protein_coding,HGNC:26495
chr12,HAVANA,14942030,14961728,-,ENSG00000111348.9,ARHGDIB,protein_coding,HGNC:679
chr12,HAVANA,15107782,15348675,-,ENSG00000134533.6,RERG,protein_coding,HGNC:15980
chr12,HAVANA,15620133,15882329,-,ENSG00000151491.14,EPS8,protein_coding,HGNC:3420
chr12,HAVANA,16188484,16277685,-,ENSG00000188991.3,SLC15A5,protein_coding,HGNC:33455
chr12,HAVANA,16548371,16610594,-,ENSG00000048540.16,LMO3,protein_coding,HGNC:6643
chr12,HAVANA,18080868,18320107,-,ENSG00000111404.7,RERGL,protein_coding,HGNC:26213
chr12,HAVANA,18683168,18738100,-,ENSG00000139151.16,PLCZ1,protein_coding,HGNC:19218
chr12,HAVANA,21264599,21419594,-,ENSG00000084453.17,SLCO1A2,protein_coding,HGNC:10956
chr12,HAVANA,21468909,21501669,-,ENSG00000004700.16,RECQL,protein_coding,HGNC:9948
chr12,HAVANA,21536106,21604847,-,ENSG00000111713.3,GYS2,protein_coding,HGNC:4707
chr12,HAVANA,21536202,21657798,-,ENSG00000285854.1,ENSG00000285854,protein_coding,
chr12,HAVANA,21635341,21757857,-,ENSG00000111716.14,LDHB,protein_coding,HGNC:6541
chr12,HAVANA,21764954,21775600,-,ENSG00000121361.5,KCNJ8,protein_coding,HGNC:6269
chr12,HAVANA,21797388,21942543,-,ENSG00000069431.14,ABCC9,protein_coding,HGNC:60
chr12,HAVANA,22063772,22437041,-,ENSG00000111728.11,ST8SIA1,protein_coding,HGNC:10869
chr12,HAVANA,22448582,22544546,-,ENSG00000111731.13,C2CD5,protein_coding,HGNC:29062
chr12,HAVANA,23529503,24562544,-,ENSG00000134532.20,SOX5,protein_coding,HGNC:11201
chr12,HAVANA,24810023,24949101,-,ENSG00000060982.15,BCAT1,protein_coding,HGNC:976
chr12,HAVANA,25108288,25195162,-,ENSG00000118307.20,DNAI7,protein_coding,HGNC:29599
chr12,HAVANA,25205245,25250936,-,ENSG00000133703.14,KRAS,protein_coding,HGNC:6407
chr12,HAVANA,25409306,25648579,-,ENSG00000152936.11,LMNTD1,protein_coding,HGNC:26683
chr12,HAVANA,26120029,26125037,-,ENSG00000123095.6,BHLHE41,protein_coding,HGNC:16617
chr12,HAVANA,26335351,26833194,-,ENSG00000123104.12,ITPR2,protein_coding,HGNC:6181
chr12,HAVANA,26905180,26938326,-,ENSG00000064102.15,INTS13,protein_coding,HGNC:20174
chr12,HAVANA,26971578,27014434,-,ENSG00000064115.11,TM7SF3,protein_coding,HGNC:23049
chr12,HAVANA,27081056,27082578,-,ENSG00000214700.6,C12orf71,protein_coding,HGNC:34452
chr12,HAVANA,27762426,27780236,-,ENSG00000205693.4,MANSC4,protein_coding,HGNC:40023
chr12,HAVANA,27958083,27972733,-,ENSG00000087494.16,PTHLH,protein_coding,HGNC:9607
chr12,HAVANA,29337351,29381189,-,ENSG00000087502.19,ERGIC2,protein_coding,HGNC:30208
chr12,HAVANA,29412473,29497686,-,ENSG00000187950.9,OVCH1,protein_coding,HGNC:23080
chr12,HAVANA,29500839,29784759,-,ENSG00000133687.16,TMTC1,protein_coding,HGNC:24099
chr12,HAVANA,30628987,30695869,-,ENSG00000133704.10,IPO8,protein_coding,HGNC:9853
chr12,HAVANA,30709551,30823302,-,ENSG00000110888.19,CAPRIN2,protein_coding,HGNC:21259
chr12,HAVANA,31280583,31327058,-,ENSG00000139146.14,SINHCAF,protein_coding,HGNC:30702
chr12,HAVANA,31382225,31591136,-,ENSG00000170456.16,DENND5B,protein_coding,HGNC:28338
chr12,HAVANA,31615022,31652095,-,ENSG00000233381.4,AK4P3,protein_coding,HGNC:21596
chr12,HAVANA,31671141,31729121,-,ENSG00000151743.11,AMN1,protein_coding,HGNC:27281
chr12,HAVANA,31791184,31792298,-,ENSG00000188375.5,H3-5,protein_coding,HGNC:33164
chr12,HAVANA,32727489,32755897,-,ENSG00000139131.13,YARS2,protein_coding,HGNC:24249
chr12,HAVANA,32790744,32896798,-,ENSG00000057294.19,PKP2,protein_coding,HGNC:9024
chr12,HAVANA,33374237,33439819,-,ENSG00000110975.8,SYT10,protein_coding,HGNC:19266
chr12,HAVANA,38646821,38907430,-,ENSG00000139117.14,CPNE8,protein_coding,HGNC:23498
chr12,HAVANA,39293227,39443390,-,ENSG00000139116.19,KIF21A,protein_coding,HGNC:19349
chr12,HAVANA,39550032,39619803,-,ENSG00000173208.4,ABCD2,protein_coding,HGNC:66
chr12,HAVANA,39755024,40106089,-,ENSG00000151229.13,SLC2A13,protein_coding,HGNC:15956
chr12,HAVANA,42081844,42144874,-,ENSG00000151233.11,GXYLT1,protein_coding,HGNC:27482
chr12,HAVANA,42157103,42238349,-,ENSG00000015153.15,YAF2,protein_coding,HGNC:17363
chr12,HAVANA,42312085,42326257,-,ENSG00000139168.9,ZCRB1,protein_coding,HGNC:29620
chr12,HAVANA,42456756,42590355,-,ENSG00000139174.12,PRICKLE1,protein_coding,HGNC:17019
chr12,HAVANA,43353865,43552203,-,ENSG00000173157.18,ADAMTS20,protein_coding,HGNC:17178
chr12,HAVANA,43718991,43758793,-,ENSG00000129317.15,PUS7L,protein_coding,HGNC:25276
chr12,HAVANA,43793722,43806328,-,ENSG00000151239.14,TWF1,protein_coding,HGNC:9620
chr12,HAVANA,44508274,44921848,-,ENSG00000184613.11,NELL2,protein_coding,HGNC:7751
chr12,HAVANA,45014671,45051099,-,ENSG00000185610.6,DBX2,protein_coding,HGNC:33186
chr12,HAVANA,45919130,45992120,-,ENSG00000139218.18,SCAF11,protein_coding,HGNC:10784
chr12,HAVANA,46183062,46270017,-,ENSG00000111371.16,SLC38A1,protein_coding,HGNC:13447
chr12,HAVANA,46358187,46372773,-,ENSG00000134294.14,SLC38A2,protein_coding,HGNC:13448
chr12,HAVANA,46764760,46832408,-,ENSG00000139209.16,SLC38A4,protein_coding,HGNC:14679
chr12,HAVANA,47075706,47079959,-,ENSG00000139211.7,AMIGO2,protein_coding,HGNC:24073
chr12,HAVANA,47661248,47706030,-,ENSG00000005175.10,RPAP3,protein_coding,HGNC:26151
chr12,HAVANA,47709733,47725567,-,ENSG00000111405.9,ENDOU,protein_coding,HGNC:14369
chr12,HAVANA,47734362,47771040,-,ENSG00000079337.16,RAPGEF3,protein_coding,HGNC:16629
chr12,HAVANA,47782721,47833132,-,ENSG00000061273.18,HDAC7,protein_coding,HGNC:14067
chr12,HAVANA,47841536,47943048,-,ENSG00000111424.12,VDR,protein_coding,HGNC:12679
chr12,HAVANA,47972966,48004554,-,ENSG00000139219.19,COL2A1,protein_coding,HGNC:2200
chr12,HAVANA,48039783,48106079,-,ENSG00000079387.15,SENP1,protein_coding,HGNC:17927
chr12,HAVANA,48147788,48181213,-,ENSG00000177981.11,ASB8,protein_coding,HGNC:17183
chr12,HAVANA,48202338,48203292,-,ENSG00000172640.4,OR10AD1,protein_coding,HGNC:14819
chr12,HAVANA,48337179,48351414,-,ENSG00000167528.13,ZNF641,protein_coding,HGNC:31834
chr12,HAVANA,48567683,48570066,-,ENSG00000167531.6,LALBA,protein_coding,HGNC:6480
chr12,HAVANA,48653210,48682238,-,ENSG00000139620.13,KANSL2,protein_coding,HGNC:26024
chr12,HAVANA,48688457,48716998,-,ENSG00000129315.12,CCNT1,protein_coding,HGNC:1599
chr12,HAVANA,48766193,48789089,-,ENSG00000174233.12,ADCY6,protein_coding,HGNC:237
chr12,HAVANA,48829755,48852842,-,ENSG00000174243.11,DDX23,protein_coding,HGNC:17347
chr12,HAVANA,48857144,48865870,-,ENSG00000172602.11,RND1,protein_coding,HGNC:18314
chr12,HAVANA,48903502,48957365,-,ENSG00000272822.2,ENSG00000272822,protein_coding,
chr12,HAVANA,48921517,48926474,-,ENSG00000134285.11,FKBP11,protein_coding,HGNC:18624
chr12,HAVANA,48935722,48957487,-,ENSG00000134287.10,ARF3,protein_coding,HGNC:654
chr12,HAVANA,48965339,48971735,-,ENSG00000169884.14,WNT10B,protein_coding,HGNC:12775
chr12,HAVANA,48995148,48999375,-,ENSG00000181418.8,DDN,protein_coding,HGNC:24458
chr12,HAVANA,49002273,49018807,-,ENSG00000181929.13,PRKAG1,protein_coding,HGNC:9385
chr12,HAVANA,49002273,49024075,-,ENSG00000288710.1,ENSG00000288710,protein_coding,
chr12,HAVANA,49018974,49060794,-,ENSG00000167548.18,KMT2D,protein_coding,HGNC:7133
chr12,HAVANA,49064675,49070025,-,ENSG00000167550.11,RHEBL1,protein_coding,HGNC:21166
chr12,HAVANA,49086655,49094801,-,ENSG00000139549.4,DHH,protein_coding,HGNC:2865
chr12,HAVANA,49097135,49110900,-,ENSG00000139636.16,LMBR1L,protein_coding,HGNC:18268
chr12,HAVANA,49127781,49131397,-,ENSG00000123416.15,TUBA1B,protein_coding,HGNC:18809
chr12,HAVANA,49184685,49189324,-,ENSG00000167552.16,TUBA1A,protein_coding,HGNC:20766
chr12,HAVANA,49332408,49337188,-,ENSG00000186897.5,C1QL4,protein_coding,HGNC:31416
chr12,HAVANA,49556543,49568145,-,ENSG00000187778.14,MCRS1,protein_coding,HGNC:6960
chr12,HAVANA,49582884,49605639,-,ENSG00000135436.8,FAM186B,protein_coding,HGNC:25296
chr12,HAVANA,49636498,49708165,-,ENSG00000161791.14,FMNL3,protein_coding,HGNC:23698
chr12,HAVANA,49791145,49828750,-,ENSG00000167566.17,NCKAP5L,protein_coding,HGNC:29321
chr12,HAVANA,49836042,49843106,-,ENSG00000186666.6,BCDIN3D,protein_coding,HGNC:27050
chr12,HAVANA,49866895,49904217,-,ENSG00000135472.9,FAIM2,protein_coding,HGNC:17067
chr12,HAVANA,49976922,50033136,-,ENSG00000161800.13,RACGAP1,protein_coding,HGNC:9804
chr12,HAVANA,50129288,50167533,-,ENSG00000139624.14,CERS5,protein_coding,HGNC:23749
chr12,HAVANA,50175787,50283520,-,ENSG00000050405.14,LIMA1,protein_coding,HGNC:24636
chr12,HAVANA,50326229,50396622,-,ENSG00000185958.10,FAM186A,protein_coding,HGNC:26980
chr12,HAVANA,50979400,51028566,-,ENSG00000110911.17,SLC11A2,protein_coding,HGNC:10908
chr12,HAVANA,51061204,51083664,-,ENSG00000110925.7,CSRNP2,protein_coding,HGNC:16006
chr12,HAVANA,51093655,51173135,-,ENSG00000135457.11,TFCP2,protein_coding,HGNC:11748
chr12,HAVANA,51186935,51218062,-,ENSG00000184271.18,POU6F1,protein_coding,HGNC:9224
chr12,HAVANA,51244557,51270415,-,ENSG00000170545.17,SMAGP,protein_coding,HGNC:26918
chr12,HAVANA,51281037,51324668,-,ENSG00000110934.13,BIN2,protein_coding,HGNC:1053
chr12,HAVANA,51328441,51346679,-,ENSG00000139610.2,CELA1,protein_coding,HGNC:3308
chr12,HAVANA,51351246,51392867,-,ENSG00000139629.16,GALNT6,protein_coding,HGNC:4128
chr12,HAVANA,51813920,51814925,-,ENSG00000284730.2,TMDD1,protein_coding,HGNC:53646
chr12,HAVANA,51817898,51848718,-,ENSG00000261308.4,FIGNL2,protein_coding,HGNC:13287
chr12,HAVANA,52168995,52192014,-,ENSG00000167767.14,KRT80,protein_coding,HGNC:27056
chr12,HAVANA,52285912,52291534,-,ENSG00000205426.11,KRT81,protein_coding,HGNC:6458
chr12,HAVANA,52314300,52321398,-,ENSG00000170523.3,KRT83,protein_coding,HGNC:6460
chr12,HAVANA,52360005,52367481,-,ENSG00000135443.8,KRT85,protein_coding,HGNC:6462
chr12,HAVANA,52377811,52385652,-,ENSG00000161849.3,KRT84,protein_coding,HGNC:6461
chr12,HAVANA,52393930,52406335,-,ENSG00000161850.3,KRT82,protein_coding,HGNC:6459
chr12,HAVANA,52424069,52434371,-,ENSG00000170454.6,KRT75,protein_coding,HGNC:24431
chr12,HAVANA,52446650,52452146,-,ENSG00000185479.6,KRT6B,protein_coding,HGNC:6444
chr12,HAVANA,52468515,52473805,-,ENSG00000170465.10,KRT6C,protein_coding,HGNC:20406
chr12,HAVANA,52487175,52493257,-,ENSG00000205420.11,KRT6A,protein_coding,HGNC:6443
chr12,HAVANA,52514574,52520530,-,ENSG00000186081.12,KRT5,protein_coding,HGNC:6442
chr12,HAVANA,52543908,52553145,-,ENSG00000139648.7,KRT71,protein_coding,HGNC:28927
chr12,HAVANA,52565781,52573843,-,ENSG00000170484.10,KRT74,protein_coding,HGNC:28929
chr12,HAVANA,52585588,52601538,-,ENSG00000170486.11,KRT72,protein_coding,HGNC:28932
chr12,HAVANA,52607569,52618559,-,ENSG00000186049.8,KRT73,protein_coding,HGNC:28928
chr12,HAVANA,52644557,52652211,-,ENSG00000172867.4,KRT2,protein_coding,HGNC:6439
chr12,HAVANA,52674735,52680407,-,ENSG00000167768.4,KRT1,protein_coding,HGNC:6412
chr12,HAVANA,52689625,52703524,-,ENSG00000189182.10,KRT77,protein_coding,HGNC:20411
chr12,HAVANA,52768154,52777345,-,ENSG00000185069.2,KRT76,protein_coding,HGNC:24430
chr12,HAVANA,52789684,52796117,-,ENSG00000186442.7,KRT3,protein_coding,HGNC:6440
chr12,HAVANA,52806548,52814116,-,ENSG00000170477.13,KRT4,protein_coding,HGNC:6441
chr12,HAVANA,52821407,52834311,-,ENSG00000185640.6,KRT79,protein_coding,HGNC:28930
chr12,HAVANA,52837803,52849092,-,ENSG00000170423.13,KRT78,protein_coding,HGNC:28926
chr12,HAVANA,52897186,52949954,-,ENSG00000170421.13,KRT8,protein_coding,HGNC:6446
chr12,HAVANA,53064315,53079404,-,ENSG00000167778.9,SPRYD3,protein_coding,HGNC:25920
chr12,HAVANA,53157662,53180925,-,ENSG00000139631.20,CSAD,protein_coding,HGNC:18966
chr12,HAVANA,53191322,53207282,-,ENSG00000139626.16,ITGB7,protein_coding,HGNC:6162
chr12,HAVANA,53210566,53232980,-,ENSG00000172819.17,RARG,protein_coding,HGNC:9866
chr12,HAVANA,53307455,53324864,-,ENSG00000094914.14,AAAS,protein_coding,HGNC:13666
chr12,HAVANA,53326574,53345315,-,ENSG00000170374.6,SP7,protein_coding,HGNC:17321
chr12,HAVANA,53479668,53500063,-,ENSG00000139625.13,MAP3K12,protein_coding,HGNC:6851
chr12,HAVANA,53506687,53507484,-,ENSG00000139574.9,NPFF,protein_coding,HGNC:7901
chr12,HAVANA,53506690,53625979,-,ENSG00000267281.3,ATF7-NPFF,protein_coding,HGNC:55073
chr12,HAVANA,53507855,53626410,-,ENSG00000170653.19,ATF7,protein_coding,HGNC:792
chr12,HAVANA,53632725,53677408,-,ENSG00000135390.21,ATP5MC2,protein_coding,HGNC:842
chr12,HAVANA,53708516,53727745,-,ENSG00000012822.16,CALCOCO1,protein_coding,HGNC:29306
chr12,HAVANA,54121276,54189008,-,ENSG00000123415.16,SMUG1,protein_coding,HGNC:17148
chr12,HAVANA,54230941,54280133,-,ENSG00000094916.16,CBX5,protein_coding,HGNC:1555
chr12,HAVANA,54292110,54301015,-,ENSG00000123405.14,NFE2,protein_coding,HGNC:7780
chr12,HAVANA,54362444,54364487,-,ENSG00000139572.4,GPR84,protein_coding,HGNC:4535
chr12,HAVANA,54369132,54391298,-,ENSG00000161642.18,ZNF385A,protein_coding,HGNC:17521
chr12,HAVANA,54395260,54419266,-,ENSG00000161638.11,ITGA5,protein_coding,HGNC:6141
chr12,HAVANA,54455949,54473602,-,ENSG00000170627.11,GTSF1,protein_coding,HGNC:26565
chr12,HAVANA,54575386,54588659,-,ENSG00000135447.17,PPP1R1A,protein_coding,HGNC:9286
chr12,HAVANA,54630810,54634895,-,ENSG00000135413.9,LACRT,protein_coding,HGNC:16430
chr12,HAVANA,54644588,54648493,-,ENSG00000161634.12,DCD,protein_coding,HGNC:14669
chr12,HAVANA,54948014,54984762,-,ENSG00000135426.16,TESPA1,protein_coding,HGNC:29109
chr12,HAVANA,55293987,55296569,-,ENSG00000188324.4,OR6C6,protein_coding,HGNC:31293
chr12,HAVANA,55469199,55470138,-,ENSG00000184954.4,OR6C70,protein_coding,HGNC:31299
chr12,HAVANA,55684567,55716404,-,ENSG00000135424.19,ITGA7,protein_coding,HGNC:6143
chr12,HAVANA,55725322,55729707,-,ENSG00000135404.12,CD63,protein_coding,HGNC:1692
chr12,HAVANA,55752462,55817724,-,ENSG00000205323.9,SARNP,protein_coding,HGNC:24432
chr12,HAVANA,55757274,55827546,-,ENSG00000257390.5,ENSG00000257390,protein_coding,
chr12,HAVANA,55820959,55830824,-,ENSG00000135392.19,DNAJC14,protein_coding,HGNC:24581
chr12,HAVANA,55835432,55842966,-,ENSG00000123342.16,MMP19,protein_coding,HGNC:7165
chr12,HAVANA,55901412,55932618,-,ENSG00000170473.17,PYM1,protein_coding,HGNC:30258
chr12,HAVANA,55954104,55973317,-,ENSG00000185664.15,PMEL,protein_coding,HGNC:10880
chr12,HAVANA,56162358,56189567,-,ENSG00000139613.12,SMARCC2,protein_coding,HGNC:11105
chr12,HAVANA,56202178,56221933,-,ENSG00000181852.18,RNF41,protein_coding,HGNC:18401
chr12,HAVANA,56237806,56258384,-,ENSG00000139645.11,ANKRD52,protein_coding,HGNC:26614
chr12,HAVANA,56271698,56300391,-,ENSG00000062485.19,CS,protein_coding,HGNC:2422
chr12,HAVANA,56285915,56316059,-,ENSG00000144785.8,ENSG00000144785,protein_coding,
chr12,HAVANA,56309841,56316119,-,ENSG00000257727.6,CNPY2,protein_coding,HGNC:13529
chr12,HAVANA,56316222,56334053,-,ENSG00000135473.16,PAN2,protein_coding,HGNC:20074
chr12,HAVANA,56341596,56360203,-,ENSG00000170581.15,STAT2,protein_coding,HGNC:11363
chr12,HAVANA,56360567,56362857,-,ENSG00000175336.10,APOF,protein_coding,HGNC:615
chr12,HAVANA,56416362,56449426,-,ENSG00000111602.12,TIMELESS,protein_coding,HGNC:11813
chr12,HAVANA,56449501,56469166,-,ENSG00000135517.9,MIP,protein_coding,HGNC:7103
chr12,HAVANA,56449699,56488170,-,ENSG00000285528.1,ENSG00000285528,protein_coding,
chr12,HAVANA,56470943,56488414,-,ENSG00000135423.13,GLS2,protein_coding,HGNC:29570
chr12,HAVANA,56595595,56636816,-,ENSG00000076108.12,BAZ2A,protein_coding,HGNC:962
chr12,HAVANA,56638174,56645984,-,ENSG00000110955.9,ATP5F1B,protein_coding,HGNC:830
chr12,HAVANA,56663340,56688408,-,ENSG00000110958.16,PTGES3,protein_coding,HGNC:16049
chr12,HAVANA,56712304,56731628,-,ENSG00000196531.14,NACA,protein_coding,HGNC:7629
chr12,HAVANA,56714611,56741535,-,ENSG00000285625.1,ENSG00000285625,protein_coding,
chr12,HAVANA,56730437,56752374,-,ENSG00000198056.16,PRIM1,protein_coding,HGNC:9369
chr12,HAVANA,56923132,56934408,-,ENSG00000170426.2,SDR9C7,protein_coding,HGNC:29958
chr12,HAVANA,56951430,56959374,-,ENSG00000139547.8,RDH16,protein_coding,HGNC:29674
chr12,HAVANA,56998835,57006546,-,ENSG00000166860.3,ZBTB39,protein_coding,HGNC:29014
chr12,HAVANA,57009999,57028883,-,ENSG00000166863.13,TAC3,protein_coding,HGNC:11521
chr12,HAVANA,57028516,57051198,-,ENSG00000166866.13,MYO1A,protein_coding,HGNC:7595
chr12,HAVANA,57055642,57088063,-,ENSG00000166881.10,NEMP1,protein_coding,HGNC:29001
chr12,HAVANA,57095407,57132139,-,ENSG00000166888.13,STAT6,protein_coding,HGNC:11368
chr12,HAVANA,57234902,57240715,-,ENSG00000185633.11,NDUFA4L2,protein_coding,HGNC:29836
chr12,HAVANA,57243452,57251188,-,ENSG00000185482.8,STAC3,protein_coding,HGNC:28423
chr12,HAVANA,57249608,57296484,-,ENSG00000258830.1,ENSG00000258830,protein_coding,
chr12,HAVANA,57253761,57431043,-,ENSG00000179912.21,R3HDM2,protein_coding,HGNC:29167
chr12,HAVANA,57472263,57488814,-,ENSG00000123329.20,ARHGAP9,protein_coding,HGNC:14130
chr12,HAVANA,57516587,57521737,-,ENSG00000175197.13,DDIT3,protein_coding,HGNC:2726
chr12,HAVANA,57517711,57520480,-,ENSG00000285133.1,ENSG00000285133,protein_coding,
chr12,HAVANA,57529632,57547224,-,ENSG00000175203.17,DCTN2,protein_coding,HGNC:2712
chr12,HAVANA,57623408,57633239,-,ENSG00000135454.14,B4GALNT1,protein_coding,HGNC:4117
chr12,HAVANA,57723760,57742157,-,ENSG00000135439.12,AGAP2,protein_coding,HGNC:16921
chr12,HAVANA,57747726,57756013,-,ENSG00000135446.17,CDK4,protein_coding,HGNC:1773
chr12,HAVANA,57762333,57768986,-,ENSG00000111012.11,CYP27B1,protein_coding,HGNC:2606
chr12,HAVANA,57768470,57772119,-,ENSG00000037897.17,METTL1,protein_coding,HGNC:7030
chr12,HAVANA,57797375,57818734,-,ENSG00000135407.11,AVIL,protein_coding,HGNC:14188
chr12,HAVANA,57819926,57846729,-,ENSG00000175215.11,CTDSP2,protein_coding,HGNC:17077
chr12,HAVANA,58872148,58920504,-,ENSG00000139263.12,LRIG3,protein_coding,HGNC:30991
chr12,HAVANA,61708272,62279150,-,ENSG00000198673.11,TAFA2,protein_coding,HGNC:21589
chr12,HAVANA,62643993,62935150,-,ENSG00000111110.12,PPM1H,protein_coding,HGNC:18583
chr12,HAVANA,63142758,63151201,-,ENSG00000166148.4,AVPR1A,protein_coding,HGNC:895
chr12,HAVANA,63558912,63668939,-,ENSG00000177990.12,DPY19L2,protein_coding,HGNC:19414
chr12,HAVANA,64186315,64222296,-,ENSG00000174206.13,KICS2,protein_coding,HGNC:26517
chr12,HAVANA,64264761,64390758,-,ENSG00000185306.13,C12orf56,protein_coding,HGNC:26967
chr12,HAVANA,64713444,64759431,-,ENSG00000135677.11,GNS,protein_coding,HGNC:4422
chr12,HAVANA,65050625,65121305,-,ENSG00000156076.10,WIF1,protein_coding,HGNC:18081
chr12,HAVANA,66116554,66130750,-,ENSG00000139233.7,LLPH,protein_coding,HGNC:28229
chr12,HAVANA,66123916,66169985,-,ENSG00000228144.2,ENSG00000228144,protein_coding,
chr12,HAVANA,66135845,66170027,-,ENSG00000155957.19,TMBIM4,protein_coding,HGNC:24257
chr12,HAVANA,66347430,67069162,-,ENSG00000155974.14,GRIP1,protein_coding,HGNC:18708
chr12,HAVANA,68154767,68159740,-,ENSG00000111537.5,IFNG,protein_coding,HGNC:5438
chr12,HAVANA,68201348,68225810,-,ENSG00000111536.5,IL26,protein_coding,HGNC:17119
chr12,HAVANA,68248241,68253604,-,ENSG00000127318.11,IL22,protein_coding,HGNC:14900
chr12,HAVANA,68272442,68332381,-,ENSG00000111554.15,MDM1,protein_coding,HGNC:29917
chr12,HAVANA,68842196,68971570,-,ENSG00000135678.12,CPM,protein_coding,HGNC:2311
chr12,HAVANA,69608563,69610907,-,ENSG00000198812.5,LRRC10,protein_coding,HGNC:20264
chr12,HAVANA,69643359,69699476,-,ENSG00000127325.19,BEST3,protein_coding,HGNC:17105
chr12,HAVANA,70515869,70637440,-,ENSG00000127329.16,PTPRB,protein_coding,HGNC:9665
chr12,HAVANA,70638072,70920738,-,ENSG00000153233.13,PTPRR,protein_coding,HGNC:9680
chr12,HAVANA,71125084,71441898,-,ENSG00000127324.9,TSPAN8,protein_coding,HGNC:11855
chr12,HAVANA,71609598,71667725,-,ENSG00000133858.17,ZFC3H1,protein_coding,HGNC:28328
chr12,HAVANA,75040076,75209839,-,ENSG00000166006.14,KCNC2,protein_coding,HGNC:6234
chr12,HAVANA,75275978,75390928,-,ENSG00000180881.21,CAPS2,protein_coding,HGNC:16471
chr12,HAVANA,75490862,75511636,-,ENSG00000111615.14,KRR1,protein_coding,HGNC:5176
chr12,HAVANA,76025446,76031776,-,ENSG00000139289.15,PHLDA1,protein_coding,HGNC:8933
chr12,HAVANA,76036584,76084735,-,ENSG00000187109.15,NAP1L1,protein_coding,HGNC:7637
chr12,HAVANA,76344473,76348415,-,ENSG00000179941.9,BBS10,protein_coding,HGNC:26291
chr12,HAVANA,76351796,76559809,-,ENSG00000091039.17,OSBPL8,protein_coding,HGNC:16396
chr12,HAVANA,76858708,76879023,-,ENSG00000175183.10,CSRP2,protein_coding,HGNC:2470
chr12,HAVANA,77021247,77065569,-,ENSG00000165891.16,E2F7,protein_coding,HGNC:23820
chr12,HAVANA,79574978,79690964,-,ENSG00000177425.11,PAWR,protein_coding,HGNC:8614
chr12,HAVANA,79773562,79935460,-,ENSG00000058272.19,PPP1R12A,protein_coding,HGNC:7618
chr12,HAVANA,80792519,80937934,-,ENSG00000111052.8,LIN7A,protein_coding,HGNC:17787
chr12,HAVANA,81257974,81759553,-,ENSG00000139220.17,PPFIA2,protein_coding,HGNC:9246
chr12,HAVANA,82223680,82358805,-,ENSG00000133773.12,CCDC59,protein_coding,HGNC:25005
chr12,HAVANA,84859490,84913629,-,ENSG00000072041.18,SLC6A15,protein_coding,HGNC:13621
chr12,HAVANA,85014310,85036277,-,ENSG00000231738.11,TSPAN19,protein_coding,HGNC:31886
chr12,HAVANA,85800702,85836409,-,ENSG00000198774.5,RASSF9,protein_coding,HGNC:15739
chr12,HAVANA,85955665,86838904,-,ENSG00000182050.14,MGAT4C,protein_coding,HGNC:30871
chr12,HAVANA,87980034,88034037,-,ENSG00000165805.10,C12orf50,protein_coding,HGNC:26665
